ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,OWN_CAR_AGE
169198,N,Y,
169199,Y,Y,19.0
169200,N,Y,
169201,N,Y,
169202,N,N,
169203,N,N,
169204,N,N,
169205,N,Y,
169206,N,Y,
169207,N,Y,
169208,Y,N,7.0
169209,Y,Y,12.0
169210,N,Y,
169211,N,Y,
169212,N,Y,
169213,Y,Y,11.0
169214,N,N,
169215,N,Y,
169216,Y,Y,6.0
169217,Y,Y,3.0
169218,Y,Y,7.0
169219,N,Y,
169220,Y,N,15.0
169221,N,Y,
169222,Y,Y,17.0
169223,Y,Y,13.0
169224,N,N,
169225,Y,Y,8.0
169226,N,Y,
169227,Y,Y,12.0
169228,N,Y,
169229,N,Y,
169230,N,Y,
169231,N,Y,
169232,Y,N,7.0
169233,N,Y,
169234,Y,Y,4.0
169235,N,Y,
169236,N,N,
169237,N,Y,
169238,N,Y,
169239,N,N,
169240,Y,Y,13.0
169241,N,N,
169242,N,Y,
169243,N,N,
169244,Y,Y,7.0
169245,Y,Y,18.0
169246,N,Y,
169247,Y,N,15.0
169248,N,Y,
169249,N,Y,
169250,Y,Y,6.0
169251,Y,Y,9.0
169252,Y,N,11.0
169253,Y,Y,16.0
169254,N,N,
169255,Y,Y,13.0
169256,N,Y,
169257,Y,Y,17.0
169258,N,N,
169259,N,Y,
169260,Y,N,22.0
169261,Y,N,7.0
169262,N,Y,
169263,N,Y,
169264,N,Y,
169265,Y,Y,4.0
169266,Y,Y,5.0
169267,N,Y,
169268,N,Y,
169269,N,Y,
169270,N,Y,
169271,Y,N,22.0
169272,N,Y,
169273,N,N,
169274,N,Y,
169275,Y,Y,19.0
169276,N,Y,
169277,N,Y,
169278,Y,Y,5.0
169279,N,Y,
169280,N,Y,
169281,Y,N,5.0
169282,N,Y,
169283,N,N,
169284,Y,Y,13.0
169285,Y,Y,19.0
169286,N,Y,
169287,Y,Y,11.0
169288,N,N,
169289,N,Y,
169290,N,N,
169291,N,Y,
169292,N,Y,
169293,N,N,
169294,Y,Y,16.0
169295,Y,Y,4.0
169296,N,Y,
169297,Y,N,13.0
169298,N,Y,
169299,Y,Y,13.0
169300,N,Y,
169301,Y,N,2.0
169302,N,Y,
169303,N,Y,
169304,N,N,
169305,Y,N,11.0
169306,N,Y,
169307,N,Y,
169308,Y,Y,3.0
169309,Y,Y,7.0
169310,Y,Y,16.0
169311,N,N,
169312,N,Y,
169313,N,Y,
169314,N,Y,
169315,N,Y,
169316,N,Y,
169317,N,Y,
169318,N,Y,
169319,N,Y,
169320,Y,Y,6.0
169321,N,Y,
169322,N,N,
169323,N,N,
169324,Y,Y,8.0
169325,Y,Y,13.0
169326,N,N,
169327,N,Y,
169328,N,Y,
169329,N,Y,
169330,N,N,
169331,Y,N,24.0
169332,N,Y,
169333,N,Y,
169334,Y,N,9.0
169335,Y,N,15.0
169336,Y,Y,4.0
169337,N,Y,
169338,Y,N,6.0
169339,N,Y,
169340,Y,Y,12.0
169341,N,N,
169342,N,Y,
169343,Y,N,7.0
169344,Y,Y,8.0
169345,Y,Y,6.0
169346,N,Y,
169347,Y,N,9.0
169348,N,N,
169349,N,Y,
169350,N,N,
169351,Y,N,13.0
169352,N,Y,
169353,N,Y,
169354,Y,N,6.0
169355,Y,N,4.0
169356,N,Y,
169357,N,N,
169358,N,Y,
169359,Y,Y,12.0
169360,Y,Y,25.0
169361,Y,N,15.0
169362,Y,Y,12.0
169363,N,Y,
169364,Y,Y,0.0
169365,Y,Y,3.0
169366,N,Y,
169367,N,N,
169368,Y,Y,7.0
169369,N,Y,
169370,Y,Y,12.0
169371,Y,Y,5.0
169372,Y,Y,23.0
169373,N,Y,
169374,N,Y,
169375,N,Y,
169376,Y,Y,7.0
169377,Y,N,3.0
169378,N,Y,
169379,Y,Y,10.0
169380,N,Y,
169381,Y,N,13.0
169382,Y,N,4.0
169383,Y,Y,11.0
169384,N,Y,
169385,N,N,
169386,Y,Y,1.0
169387,N,Y,
169388,Y,Y,15.0
169389,N,Y,
169390,N,N,
169391,N,N,
169392,N,Y,
169393,Y,N,64.0
169394,Y,N,11.0
169395,Y,Y,2.0
169396,N,Y,
169397,N,Y,
169398,N,N,
169399,Y,Y,3.0
169400,N,N,
169401,Y,N,24.0
169402,N,Y,
169403,Y,N,17.0
169404,N,Y,
169405,N,Y,
169406,N,Y,
169407,Y,Y,18.0
169408,N,Y,
169409,Y,Y,16.0
169410,Y,N,23.0
169411,N,Y,
169412,Y,Y,28.0
169413,Y,N,28.0
169414,N,N,
169415,N,Y,
169416,N,Y,
169417,N,N,
169418,N,Y,
169419,Y,N,64.0
169420,N,N,
169421,N,Y,
169422,N,N,
169423,N,Y,
169424,Y,Y,8.0
169425,N,Y,
169426,N,N,
169427,Y,N,12.0
169428,N,N,
169429,N,N,
169430,Y,Y,15.0
169431,N,Y,
169432,N,Y,
169433,N,Y,
169434,N,Y,
169435,Y,Y,17.0
169436,N,Y,
169437,N,N,
169438,N,N,
169439,N,N,
169440,N,N,
169441,N,Y,
169442,Y,Y,14.0
169443,Y,Y,9.0
169444,N,Y,
169445,N,Y,
169446,N,Y,
169447,N,N,
169448,N,Y,
169449,N,Y,
169450,Y,Y,7.0
169451,N,Y,
169452,N,Y,
169453,N,Y,
169454,N,N,
169455,Y,Y,0.0
169456,N,Y,
169457,N,Y,
169458,Y,Y,1.0
169459,Y,Y,14.0
169460,N,N,
169461,N,Y,
169462,N,N,
169463,N,Y,
169464,N,N,
169465,N,N,
169466,N,Y,
169467,Y,Y,14.0
169468,N,Y,
169469,Y,Y,20.0
169470,N,Y,
169471,Y,Y,3.0
169472,N,Y,
169473,N,Y,
169474,N,Y,
169475,Y,Y,7.0
169476,Y,Y,3.0
169477,N,N,
169478,N,N,
169479,N,N,
169480,Y,N,28.0
169481,N,N,
169482,Y,N,8.0
169483,N,Y,
169484,Y,Y,2.0
169485,Y,Y,1.0
169486,N,Y,
169487,Y,Y,0.0
169488,N,N,
169489,N,N,
169490,N,Y,
169491,Y,Y,16.0
169492,Y,Y,15.0
169493,N,N,
169494,Y,Y,1.0
169495,N,N,
169496,N,Y,
169497,Y,N,8.0
169498,N,N,
169499,N,N,
169500,N,Y,
169501,N,N,
169502,N,Y,
169503,Y,Y,5.0
169504,N,N,
169505,N,N,
169506,Y,Y,0.0
169507,N,Y,
169508,N,Y,
169509,N,Y,
169510,N,Y,
169511,N,Y,
169512,Y,Y,2.0
169513,N,Y,
169514,N,Y,
169515,N,Y,
169516,Y,Y,14.0
169517,N,N,
169518,N,Y,
169519,N,Y,
169520,Y,N,64.0
169521,N,N,
169522,N,Y,
169523,N,N,
169524,N,N,
169525,N,N,
169526,N,N,
169527,Y,Y,2.0
169528,N,N,
169529,N,Y,
169530,N,Y,
169531,N,N,
169532,N,Y,
169533,N,Y,
169534,Y,Y,64.0
169535,N,Y,
169536,Y,Y,13.0
169537,N,N,
169538,N,N,
169539,N,N,
169540,N,Y,
169541,N,N,
169542,N,Y,
169543,N,Y,
169544,N,Y,
169545,N,Y,
169546,N,Y,
169547,N,Y,
169548,N,Y,
169549,Y,Y,17.0
169550,Y,N,21.0
169551,N,N,
169552,Y,Y,14.0
169553,N,Y,
169554,N,N,
169555,Y,N,20.0
169556,N,Y,
169557,N,N,
169558,N,Y,
169559,N,Y,
169560,N,N,
169561,Y,N,14.0
169562,N,Y,
169563,N,Y,
169564,N,N,
169565,Y,N,23.0
169566,Y,N,11.0
169567,N,Y,
169568,Y,N,9.0
169569,Y,Y,15.0
169570,N,Y,
169571,N,N,
169572,N,N,
169573,Y,Y,3.0
169574,Y,Y,7.0
169575,N,Y,
169576,Y,N,6.0
169577,Y,N,14.0
169578,N,Y,
169579,N,N,
169580,Y,Y,2.0
169581,N,N,
169582,N,Y,
169583,N,Y,
169584,N,Y,
169585,Y,Y,13.0
169586,N,N,
169587,N,N,
169588,N,Y,
169589,N,Y,
169590,N,N,
169591,Y,Y,25.0
169592,N,Y,
169593,Y,N,15.0
169594,N,Y,
169595,N,Y,
169596,N,Y,
169597,Y,N,9.0
169598,Y,Y,14.0
169599,N,N,
169600,N,N,
169601,N,Y,
169602,Y,Y,1.0
169603,N,Y,
169604,Y,Y,1.0
169605,N,Y,
169606,N,Y,
169607,Y,Y,14.0
169608,N,N,
169609,Y,Y,18.0
169610,N,Y,
169611,N,Y,
169612,N,N,
169613,N,Y,
169614,N,N,
169615,Y,N,17.0
169616,N,N,
169617,N,N,
169618,N,Y,
169619,N,Y,
169620,Y,Y,16.0
169621,N,Y,
169622,N,N,
169623,N,Y,
169624,Y,N,10.0
169625,Y,N,0.0
169626,Y,Y,11.0
169627,Y,Y,7.0
169628,N,Y,
169629,Y,N,5.0
169630,N,N,
169631,N,N,
169632,N,Y,
169633,Y,Y,2.0
169634,Y,Y,21.0
169635,Y,N,12.0
169636,N,Y,
169637,N,N,
169638,N,Y,
169639,N,Y,
169640,N,Y,
169641,N,N,
169642,Y,N,10.0
169643,N,Y,
169644,N,Y,
169645,Y,Y,2.0
169646,N,Y,
169647,Y,Y,11.0
169648,N,Y,
169649,N,Y,
169650,N,Y,
169651,Y,Y,16.0
169652,Y,Y,7.0
169653,Y,Y,4.0
169654,Y,N,15.0
169655,N,Y,
169656,N,Y,
169657,N,N,
169658,N,N,
169659,N,N,
169660,N,Y,
169661,N,Y,
169662,N,Y,
169663,N,Y,
169664,N,Y,
169665,N,Y,
169666,N,Y,
169667,Y,Y,64.0
169668,N,N,
169669,Y,Y,34.0
169670,N,Y,
169671,N,Y,
169672,Y,Y,65.0
169673,Y,N,9.0
169674,N,Y,
169675,N,Y,
169676,Y,N,3.0
169677,N,Y,
169678,N,Y,
169679,N,Y,
169680,N,Y,
169681,N,Y,
169682,N,Y,
169683,Y,Y,20.0
169684,N,Y,
169685,N,Y,
169686,Y,Y,12.0
169687,N,Y,
169688,Y,N,3.0
169689,Y,Y,2.0
169690,N,Y,
169691,Y,Y,7.0
169692,N,Y,
169693,N,N,
169694,N,N,
169695,N,Y,
169696,Y,N,65.0
169697,N,Y,
169698,Y,N,15.0
169699,N,Y,
169700,N,Y,
169701,N,Y,
169702,N,Y,
169703,Y,N,14.0
169704,N,Y,
169705,N,Y,
169706,Y,N,17.0
169707,Y,Y,14.0
169708,Y,Y,17.0
169709,N,Y,
169710,Y,N,2.0
169711,N,Y,
169712,N,N,
169713,N,Y,
169714,N,Y,
169715,N,N,
169716,Y,Y,8.0
169717,N,Y,
169718,N,Y,
169719,N,Y,
169720,N,N,
169721,N,Y,
169722,N,Y,
169723,N,Y,
169724,N,Y,
169725,Y,Y,8.0
169726,Y,Y,10.0
169727,Y,Y,3.0
169728,N,N,
169729,N,Y,
169730,N,Y,
169731,N,Y,
169732,N,Y,
169733,Y,Y,7.0
169734,N,Y,
169735,N,Y,
169736,N,N,
169737,Y,Y,9.0
169738,N,N,
169739,Y,Y,16.0
169740,Y,N,14.0
169741,N,N,
169742,N,Y,
169743,Y,Y,17.0
169744,Y,N,4.0
169745,Y,N,13.0
169746,N,Y,
169747,N,N,
169748,N,Y,
169749,Y,Y,3.0
169750,Y,N,4.0
169751,Y,Y,7.0
169752,N,N,
169753,N,N,
169754,N,Y,
169755,N,Y,
169756,N,N,
169757,N,Y,
169758,Y,N,3.0
169759,N,Y,
169760,N,Y,
169761,N,Y,
169762,N,Y,
169763,N,N,
169764,N,Y,
169765,Y,N,3.0
169766,Y,Y,3.0
169767,Y,N,7.0
169768,N,N,
169769,Y,N,0.0
169770,N,N,
169771,Y,N,6.0
169772,Y,Y,6.0
169773,N,N,
169774,Y,Y,4.0
169775,Y,Y,13.0
169776,N,N,
169777,N,Y,
169778,N,Y,
169779,N,Y,
169780,N,Y,
169781,Y,Y,8.0
169782,N,Y,
169783,N,Y,
169784,N,Y,
169785,Y,Y,9.0
169786,N,Y,
169787,N,Y,
169788,N,Y,
169789,N,Y,
169790,N,Y,
169791,Y,N,23.0
169792,Y,Y,9.0
169793,Y,N,9.0
169794,N,N,
169795,Y,Y,6.0
169796,Y,Y,3.0
169797,Y,N,6.0
169798,N,N,
169799,N,Y,
169800,N,Y,
169801,Y,N,10.0
169802,N,Y,
169803,Y,N,17.0
169804,N,Y,
169805,N,N,
169806,N,Y,
169807,N,N,
169808,N,N,
169809,N,N,
169810,Y,N,0.0
169811,N,Y,
169812,N,Y,
169813,Y,Y,4.0
169814,Y,Y,2.0
169815,Y,Y,3.0
169816,N,N,
169817,Y,N,4.0
169818,Y,Y,65.0
169819,N,Y,
169820,Y,Y,3.0
169821,Y,Y,7.0
169822,N,Y,
169823,N,N,
169824,N,Y,
169825,N,Y,
169826,Y,Y,2.0
169827,Y,Y,12.0
169828,Y,Y,0.0
169829,Y,Y,25.0
169830,N,N,
169831,Y,N,5.0
169832,N,Y,
169833,Y,N,14.0
169834,Y,Y,2.0
169835,N,Y,
169836,Y,Y,9.0
169837,Y,Y,10.0
169838,Y,Y,3.0
169839,N,Y,
169840,Y,N,6.0
169841,N,N,
169842,N,Y,
169843,N,N,
169844,Y,Y,14.0
169845,N,Y,
169846,Y,Y,7.0
169847,N,Y,
169848,N,Y,
169849,N,Y,
169850,N,N,
169851,Y,Y,21.0
169852,N,N,
169853,N,Y,
169854,N,N,
169855,N,Y,
169856,N,N,
169857,Y,N,19.0
169858,Y,N,7.0
169859,N,Y,
169860,N,N,
169861,N,Y,
169862,N,N,
169863,Y,N,14.0
169864,Y,Y,4.0
169865,N,N,
169866,N,Y,
169867,Y,N,14.0
169868,N,Y,
169869,N,Y,
169870,Y,N,24.0
169871,N,Y,
169872,Y,Y,30.0
169873,Y,Y,1.0
169874,N,Y,
169875,N,Y,
169876,N,Y,
169877,N,Y,
169878,Y,Y,9.0
169879,N,Y,
169880,N,N,
169881,N,N,
169882,Y,Y,13.0
169883,N,Y,
169884,N,N,
169885,Y,Y,3.0
169886,N,Y,
169887,N,Y,
169888,N,Y,
169889,Y,Y,4.0
169890,N,Y,
169891,N,Y,
169892,Y,Y,64.0
169893,N,Y,
169894,N,Y,
169895,N,N,
169896,N,Y,
169897,N,Y,
169898,N,N,
169899,N,N,
169900,N,N,
169901,N,Y,
169902,Y,N,9.0
169903,N,Y,
169904,Y,Y,3.0
169905,N,Y,
169906,Y,N,24.0
169907,N,N,
169908,N,Y,
169909,N,Y,
169910,N,Y,
169911,N,Y,
169912,Y,Y,10.0
169913,N,Y,
169914,N,Y,
169915,Y,Y,8.0
169916,N,N,
169917,N,Y,
169918,N,Y,
169919,Y,Y,9.0
169920,Y,Y,8.0
169921,N,Y,
169922,N,N,
169923,N,Y,
169924,N,Y,
169925,Y,N,12.0
169926,N,N,
169927,Y,Y,11.0
169928,Y,Y,7.0
169929,Y,Y,15.0
169930,N,Y,
169931,N,Y,
169932,Y,N,1.0
169933,N,Y,
169934,N,Y,
169935,Y,N,9.0
169936,N,Y,
169937,N,N,
169938,Y,Y,2.0
169939,N,Y,
169940,N,Y,
169941,Y,N,7.0
169942,Y,Y,64.0
169943,Y,N,21.0
169944,Y,N,14.0
169945,N,N,
169946,N,Y,
169947,N,Y,
169948,N,Y,
169949,N,Y,
169950,N,Y,
169951,Y,Y,30.0
169952,Y,N,33.0
169953,Y,Y,6.0
169954,N,Y,
169955,N,Y,
169956,N,Y,
169957,Y,Y,9.0
169958,N,Y,
169959,N,N,
169960,N,N,
169961,N,Y,
169962,Y,Y,2.0
169963,N,N,
169964,Y,Y,18.0
169965,N,Y,
169966,N,Y,
169967,Y,N,7.0
169968,Y,N,64.0
169969,N,Y,
169970,N,Y,
169971,N,Y,
169972,N,N,
169973,N,Y,
169974,Y,Y,3.0
169975,N,Y,
169976,Y,N,18.0
169977,N,N,
169978,N,N,
169979,Y,Y,23.0
169980,N,Y,
169981,Y,Y,31.0
169982,N,Y,
169983,N,Y,
169984,N,N,
169985,N,Y,
169986,Y,N,3.0
169987,Y,Y,10.0
169988,N,Y,
169989,Y,Y,18.0
169990,Y,Y,6.0
169991,Y,Y,2.0
169992,Y,Y,9.0
169993,N,N,
169994,N,Y,
169995,N,N,
169996,N,N,
169997,N,N,
169998,N,N,
169999,Y,N,0.0
170000,N,Y,
170001,N,Y,
170002,N,N,
170003,N,Y,
170004,N,Y,
170005,N,Y,
170006,N,N,
170007,N,Y,
170008,N,Y,
170009,N,Y,
170010,Y,Y,0.0
170011,Y,N,11.0
170012,N,Y,
170013,N,N,
170014,N,N,
170015,Y,Y,10.0
170016,N,Y,
170017,N,Y,
170018,N,Y,
170019,N,Y,
170020,Y,Y,8.0
170021,N,Y,
170022,Y,N,32.0
170023,Y,Y,24.0
170024,N,Y,
170025,N,N,
170026,N,Y,
170027,Y,N,9.0
170028,Y,Y,5.0
170029,Y,Y,8.0
170030,N,N,
170031,N,Y,
170032,N,Y,
170033,Y,N,3.0
170034,Y,Y,2.0
170035,Y,Y,30.0
170036,N,N,
170037,N,Y,
170038,N,N,
170039,N,Y,
170040,N,Y,
170041,Y,N,15.0
170042,N,N,
170043,N,Y,
170044,N,Y,
170045,Y,N,6.0
170046,N,Y,
170047,N,Y,
170048,Y,N,7.0
170049,Y,Y,8.0
170050,N,Y,
170051,N,Y,
170052,N,Y,
170053,N,Y,
170054,N,Y,
170055,N,Y,
170056,Y,N,7.0
170057,Y,N,6.0
170058,N,Y,
170059,Y,Y,6.0
170060,Y,Y,6.0
170061,N,Y,
170062,N,N,
170063,N,Y,
170064,Y,N,7.0
170065,Y,Y,14.0
170066,N,Y,
170067,N,Y,
170068,N,N,
170069,N,N,
170070,N,Y,
170071,Y,Y,1.0
170072,N,Y,
170073,N,Y,
170074,Y,N,28.0
170075,N,N,
170076,N,Y,
170077,N,Y,
170078,N,Y,
170079,N,Y,
170080,N,N,
170081,Y,Y,27.0
170082,Y,Y,17.0
170083,N,Y,
170084,Y,N,6.0
170085,Y,Y,0.0
170086,N,Y,
170087,N,N,
170088,N,Y,
170089,N,Y,
170090,Y,N,8.0
170091,N,N,
170092,N,Y,
170093,N,N,
170094,N,Y,
170095,Y,Y,6.0
170096,Y,Y,64.0
170097,N,N,
170098,N,Y,
170099,N,Y,
170100,N,Y,
170101,N,Y,
170102,N,Y,
170103,N,N,
170104,N,Y,
170105,N,Y,
170106,N,N,
170107,N,Y,
170108,N,Y,
170109,N,Y,
170110,N,Y,
170111,Y,Y,2.0
170112,N,Y,
170113,N,Y,
170114,N,Y,
170115,N,Y,
170116,N,Y,
170117,N,Y,
170118,Y,Y,1.0
170119,N,N,
170120,N,Y,
170121,N,Y,
170122,N,Y,
170123,Y,N,29.0
170124,N,Y,
170125,Y,N,8.0
170126,N,Y,
170127,N,Y,
170128,N,Y,
170129,N,N,
170130,Y,Y,3.0
170131,Y,Y,25.0
170132,Y,Y,8.0
170133,Y,N,2.0
170134,N,Y,
170135,Y,N,6.0
170136,N,N,
170137,Y,Y,13.0
170138,N,Y,
170139,N,Y,
170140,N,Y,
170141,N,N,
170142,Y,Y,24.0
170143,N,Y,
170144,N,Y,
170145,N,Y,
170146,Y,Y,3.0
170147,N,Y,
170148,N,N,
170149,N,Y,
170150,N,Y,
170151,N,Y,
170152,Y,N,10.0
170153,N,Y,
170154,N,Y,
170155,N,Y,
170156,N,N,
170157,Y,Y,3.0
170158,N,Y,
170159,Y,N,4.0
170160,N,Y,
170161,N,Y,
170162,N,Y,
170163,N,Y,
170164,Y,N,3.0
170165,N,Y,
170166,N,Y,
170167,Y,Y,1.0
170168,N,Y,
170169,N,Y,
170170,Y,Y,4.0
170171,Y,Y,13.0
170172,Y,Y,6.0
170173,N,Y,
170174,N,Y,
170175,N,Y,
170176,Y,Y,9.0
170177,N,Y,
170178,Y,N,7.0
170179,N,Y,
170180,N,N,
170181,Y,N,12.0
170182,N,Y,
170183,N,Y,
170184,N,Y,
170185,N,Y,
170186,N,Y,
170187,N,Y,
170188,Y,N,19.0
170189,N,Y,
170190,N,Y,
170191,N,Y,
170192,N,Y,
170193,N,Y,
170194,Y,N,9.0
170195,N,N,
170196,Y,Y,13.0
170197,Y,Y,21.0
170198,N,N,
170199,N,Y,
170200,Y,Y,10.0
170201,N,Y,
170202,N,Y,
170203,Y,N,8.0
170204,N,Y,
170205,Y,Y,14.0
170206,N,N,
170207,N,Y,
170208,Y,Y,7.0
170209,N,N,
170210,Y,Y,13.0
170211,N,Y,
170212,Y,Y,12.0
170213,Y,N,5.0
170214,Y,Y,10.0
170215,Y,Y,10.0
170216,N,Y,
170217,Y,N,14.0
170218,N,Y,
170219,N,N,
170220,Y,Y,15.0
170221,N,Y,
170222,N,Y,
170223,N,N,
170224,Y,Y,7.0
170225,Y,Y,6.0
170226,N,N,
170227,N,Y,
170228,N,Y,
170229,N,Y,
170230,N,Y,
170231,N,Y,
170232,N,N,
170233,N,N,
170234,Y,Y,28.0
170235,N,Y,
170236,N,Y,
170237,N,Y,
170238,Y,Y,7.0
170239,N,Y,
170240,Y,Y,65.0
170241,N,Y,
170242,Y,N,8.0
170243,N,N,
170244,N,Y,
170245,N,Y,
170246,Y,Y,19.0
170247,N,N,
170248,Y,Y,65.0
170249,N,N,
170250,N,Y,
170251,N,Y,
170252,N,Y,
170253,N,N,
170254,Y,N,4.0
170255,Y,Y,13.0
170256,N,Y,
170257,Y,Y,6.0
170258,N,Y,
170259,Y,Y,1.0
170260,Y,N,8.0
170261,Y,N,8.0
170262,N,N,
170263,N,Y,
170264,N,Y,
170265,N,Y,
170266,N,N,
170267,N,Y,
170268,N,Y,
170269,N,Y,
170270,N,Y,
170271,N,Y,
170272,N,Y,
170273,N,N,
170274,Y,N,38.0
170275,N,Y,
170276,Y,Y,23.0
170277,Y,Y,11.0
170278,Y,Y,2.0
170279,N,Y,
170280,N,Y,
170281,N,Y,
170282,N,Y,
170283,Y,Y,7.0
170284,N,N,
170285,N,Y,
170286,Y,N,6.0
170287,N,Y,
170288,N,N,
170289,N,Y,
170290,N,Y,
170291,N,Y,
170292,Y,Y,1.0
170293,N,Y,
170294,Y,N,11.0
170295,Y,Y,14.0
170296,Y,N,3.0
170297,Y,N,17.0
170298,N,N,
170299,Y,Y,17.0
170300,N,Y,
170301,N,Y,
170302,N,N,
170303,N,N,
170304,Y,N,0.0
170305,Y,Y,29.0
170306,N,Y,
170307,N,Y,
170308,N,Y,
170309,N,Y,
170310,Y,N,8.0
170311,Y,Y,10.0
170312,N,Y,
170313,Y,Y,4.0
170314,Y,N,7.0
170315,Y,Y,5.0
170316,Y,Y,64.0
170317,Y,N,5.0
170318,N,Y,
170319,Y,Y,10.0
170320,N,Y,
170321,Y,Y,14.0
170322,Y,N,35.0
170323,Y,N,5.0
170324,N,Y,
170325,N,Y,
170326,N,N,
170327,N,Y,
170328,N,Y,
170329,N,Y,
170330,N,Y,
170331,N,N,
170332,N,Y,
170333,N,Y,
170334,Y,Y,10.0
170335,N,N,
170336,N,Y,
170337,Y,N,21.0
170338,Y,Y,2.0
170339,Y,N,2.0
170340,N,Y,
170341,Y,Y,3.0
170342,Y,Y,25.0
170343,N,Y,
170344,Y,N,17.0
170345,N,Y,
170346,N,Y,
170347,Y,Y,64.0
170348,N,Y,
170349,N,Y,
170350,N,N,
170351,N,Y,
170352,Y,N,17.0
170353,Y,Y,7.0
170354,N,N,
170355,N,Y,
170356,N,Y,
170357,Y,Y,2.0
170358,Y,Y,1.0
170359,N,Y,
170360,N,Y,
170361,N,N,
170362,N,Y,
170363,Y,N,3.0
170364,N,Y,
170365,Y,N,3.0
170366,N,Y,
170367,N,Y,
170368,N,N,
170369,N,N,
170370,Y,N,10.0
170371,N,Y,
170372,Y,N,17.0
170373,Y,N,17.0
170374,Y,Y,21.0
170375,Y,N,13.0
170376,N,Y,
170377,Y,Y,12.0
170378,N,Y,
170379,Y,N,23.0
170380,Y,N,1.0
170381,N,Y,
170382,N,N,
170383,N,N,
170384,N,Y,
170385,N,Y,
170386,N,Y,
170387,N,Y,
170388,N,N,
170389,N,N,
170390,Y,N,23.0
170391,N,N,
170392,Y,Y,10.0
170393,N,N,
170394,N,N,
170395,Y,N,7.0
170396,N,N,
170397,Y,Y,8.0
170398,N,Y,
170399,N,Y,
170400,N,N,
170401,N,Y,
170402,N,Y,
170403,Y,Y,3.0
170404,Y,Y,2.0
170405,N,Y,
170406,N,Y,
170407,N,N,
170408,N,Y,
170409,N,N,
170410,N,N,
170411,N,Y,
170412,N,Y,
170413,N,Y,
170414,Y,N,3.0
170415,N,Y,
170416,N,Y,
170417,Y,Y,5.0
170418,N,Y,
170419,N,Y,
170420,Y,N,65.0
170421,N,Y,
170422,N,Y,
170423,N,Y,
170424,Y,Y,1.0
170425,N,N,
170426,N,N,
170427,N,Y,
170428,N,Y,
170429,Y,Y,10.0
170430,Y,N,8.0
170431,N,Y,
170432,Y,Y,17.0
170433,Y,N,3.0
170434,Y,Y,5.0
170435,N,N,
170436,N,N,
170437,N,Y,
170438,Y,Y,7.0
170439,N,Y,
170440,Y,N,1.0
170441,Y,Y,6.0
170442,N,Y,
170443,N,N,
170444,N,Y,
170445,N,Y,
170446,N,Y,
170447,Y,Y,6.0
170448,N,N,
170449,N,Y,
170450,Y,Y,10.0
170451,N,Y,
170452,Y,Y,2.0
170453,N,Y,
170454,Y,Y,8.0
170455,N,N,
170456,N,Y,
170457,N,Y,
170458,N,Y,
170459,Y,Y,28.0
170460,N,N,
170461,N,Y,
170462,N,N,
170463,Y,Y,3.0
170464,N,N,
170465,N,N,
170466,N,Y,
170467,N,Y,
170468,N,Y,
170469,N,Y,
170470,N,Y,
170471,Y,Y,7.0
170472,N,Y,
170473,N,Y,
170474,N,Y,
170475,N,Y,
170476,N,Y,
170477,N,Y,
170478,Y,N,7.0
170479,Y,Y,6.0
170480,Y,N,7.0
170481,N,N,
170482,Y,Y,8.0
170483,N,Y,
170484,Y,N,6.0
170485,Y,Y,37.0
170486,N,N,
170487,Y,Y,8.0
170488,N,N,
170489,Y,N,14.0
170490,Y,Y,4.0
170491,Y,Y,5.0
170492,N,Y,
170493,N,Y,
170494,Y,N,13.0
170495,Y,N,8.0
170496,N,N,
170497,N,Y,
170498,N,Y,
170499,Y,N,12.0
170500,Y,Y,12.0
170501,N,Y,
170502,N,Y,
170503,Y,Y,6.0
170504,N,Y,
170505,N,N,
170506,Y,N,17.0
170507,N,Y,
170508,N,Y,
170509,N,N,
170510,N,Y,
170511,N,Y,
170512,N,N,
170513,N,Y,
170514,N,Y,
170515,Y,N,10.0
170516,Y,N,20.0
170517,N,N,
170518,N,Y,
170519,Y,Y,18.0
170520,Y,Y,13.0
170521,N,Y,
170522,N,N,
170523,N,Y,
170524,Y,Y,4.0
170525,Y,Y,11.0
170526,N,Y,
170527,N,N,
170528,N,Y,
170529,Y,Y,14.0
170530,N,Y,
170531,N,Y,
170532,N,Y,
170533,N,Y,
170534,N,N,
170535,Y,N,2.0
170536,N,N,
170537,Y,Y,8.0
170538,N,N,
170539,Y,N,19.0
170540,N,Y,
170541,Y,N,18.0
170542,N,N,
170543,N,Y,
170544,N,Y,
170545,N,Y,
170546,N,Y,
170547,N,Y,
170548,Y,N,15.0
170549,N,N,
170550,Y,Y,36.0
170551,N,Y,
170552,N,N,
170553,Y,Y,1.0
170554,N,N,
170555,N,N,
170556,N,Y,
170557,Y,Y,3.0
170558,N,Y,
170559,N,Y,
170560,N,Y,
170561,N,Y,
170562,N,Y,
170563,Y,Y,18.0
170564,N,Y,
170565,N,Y,
170566,N,Y,
170567,N,Y,
170568,N,Y,
170569,Y,Y,0.0
170570,N,Y,
170571,N,Y,
170572,N,Y,
170573,N,N,
170574,Y,Y,64.0
170575,Y,Y,8.0
170576,Y,Y,15.0
170577,N,Y,
170578,N,N,
170579,Y,Y,4.0
170580,Y,N,0.0
170581,N,N,
170582,Y,Y,11.0
170583,N,N,
